Eigenvalue,DOF 1 ,DOF 2 ,DOF 3 ,DOF 4 ,DOF 5 ,DOF 6 ,DOF 7 ,DOF 8 ,DOF 9 ,DOF 10 ,DOF 11 ,DOF 12 ,DOF 13 ,DOF 14 ,DOF 15 ,DOF 16 ,DOF 17 ,DOF 18 ,DOF 19 ,DOF 20 ,DOF 21 ,DOF 22 ,DOF 23 ,DOF 24 ,DOF 25 ,DOF 26 ,DOF 27 ,DOF 28 ,DOF 29 ,DOF 30 ,DOF 31 ,DOF 32 ,DOF 33 ,DOF 34 ,DOF 35 ,DOF 36 ,DOF 37 ,DOF 38 ,DOF 39 ,DOF 40 ,DOF 41 ,DOF 42 ,DOF 43 ,DOF 44 ,DOF 45 ,DOF 46 ,DOF 47 ,DOF 48 ,DOF 49 ,DOF 50 ,DOF 51 ,DOF 52 ,DOF 53 ,DOF 54 ,DOF 55 ,DOF 56 ,DOF 57 ,DOF 58 ,DOF 59 ,DOF 60 
145.12435136830072,-0.002161528943695422,-0.0032113714444428594,0.0013764097930919475,0.0006572973485635614,-0.00424153067829358,-0.0016020480060652184,0.004705451532054519,0.007724247175254446,0.004489563627068717,-0.012943315794517478,-0.004688707261242913,0.003660432143479532,0.0033054259262908147,0.0034027725128526263,0.016382233236735003,-0.010224107385755526,-0.01006605063598634,0.012588494676612718,0.002537323624218447,-0.00025966292020079037,0.007115842041143944,0.02209735335440179,-0.021086515609773485,0.008861808646239944,0.004305825887805026,0.013332921537904363,0.005378663880286028,-0.005736359954725859,-0.019219951939489142,-0.018234039425500507,0.022766125191777592,0.010582999863481298,0.006757097302461219,-0.013244279553455335,-0.0012888937954777825,-0.018368206645895592,0.0019120229628739993,0.0064096175784183465,0.03216351938251477,-0.009401197183330105,-0.009212548336365877,-0.0016947897909656189,-0.01038440549199634,0.008366254867915783,0.008817689490897503,-0.009695932310232996,0.011399758772324952,-0.0007137007658849324,-0.022268113415829845,0.0003186283859283556,-0.024115916300417598,0.005604883125594067,-0.00242050015690185,0.022602829656900403,-0.011023592075345229,0.011712110020869427,-0.006599524003889396,0.01867799902666589,-0.004554041895133448,0.001716320070542893
327.9032114308225,-0.0021621626538309946,-0.001678904351398644,-0.004394572505216967,-0.003471340117667192,-0.00726144149550893,0.006542587874439619,-0.009997509878918504,0.010228131200632137,-0.004313860224460331,0.00935247445266185,-0.014760149615537262,0.003241437939210941,0.018816014670810583,-0.0030341310729543186,-0.02121688370902113,-0.00013978385775005595,0.002255643591743991,0.008172929451965301,0.01284878392512868,-0.006574711641038957,0.024778574083548093,-0.013921554834584116,0.020418551150285454,-0.0008307387778549767,0.009973018937919456,0.01669757086095011,0.008121016506680376,0.02033256530304798,0.028683993906100755,-0.0008254872596689502,0.005714567560638359,-0.0008713194960074495,0.004222320308961891,0.018070475665354885,-0.011482610747321586,0.03110945609083708,0.005992381207957942,0.0029027126668848507,0.00022593746439020904,-0.015436128876174132,-0.021030582126671794,0.003931701232273105,0.015662916595254844,-0.004528174450201711,0.0020446654556265102,-0.0006969885790136392,0.0038773164187737522,0.0051953919041979645,-0.018972350274181753,-0.0010453411766569332,-0.012287824558027701,0.0026614644358359456,0.0010237578275613343,0.01707535232744897,-0.007125226665738659,0.00460591805633528,-0.0037490441721047276,0.012140858007864342,-0.0016660909392296262,0.001053488218006965
391.10078281289327,-0.0007905704511831722,-0.003070492163024555,0.0016970417326032238,-0.0014816608681249431,-0.0021604946730502295,-0.0031228143802438393,0.005002433917178534,0.0064100788761251954,0.007271114886615147,-0.0054312671657973715,-0.005882453025214229,-0.002444061660907869,0.0007367371196790668,0.0023627196295660105,0.002270689591862579,-0.006305640398801359,0.0076899540783122245,0.010290601553116334,-0.00744064204723864,0.010264686545864142,0.010788415088054363,0.0015773654432103038,0.004307998242986903,-0.010245270639488251,0.006975977831455278,-0.0149620134154837,0.015120760963340273,0.0021161330152301653,0.008988688558770231,-0.0008266093201569385,0.00013671130511573606,0.014509716227051259,-0.0013665233428193707,0.005261395096792207,-0.004297921130492908,0.01214245778752767,0.014455818041764093,-0.017231405928063017,-0.005803393764036482,-0.0011263906910390514,0.0099050830315536,0.004449439072326532,0.0034722808184734183,0.014642379232535937,-0.0024995928626612464,-0.010374397716396169,0.011635415591379069,0.0028353203106870404,0.015438772626788385,0.015237286728207964,0.0008066384485555716,0.007710234789303439,-0.012062381881280136,-0.02087157959207211,0.00904148181923873,0.0033417188839512217,0.005902908616664267,-0.014551199337912992,-0.0023915930631245572,-0.0013475090336205874
655.3636787971722,-0.0018333166525574568,-0.0007162569904140906,-0.005687133743558021,-0.0036609539659795127,-0.0065692964163311185,0.0063825593357987485,-0.011885432453466125,0.006464532511825695,-0.0034404003329810994,0.009170414064167213,-0.011391397048944431,0.0022456946663597286,0.013923726619890792,-0.006618518071622051,-0.009295989789219047,0.00226727037754992,0.00300029004703863,0.007970628125076483,0.006557590375742476,-0.009731890067930203,0.004475924135371515,0.005711947956579672,0.006139645346701578,0.0036623890745749142,0.010688105892697284,0.010316036935378308,-0.006482283288690024,-0.009432267464047612,-0.008949312781231861,-0.005605157756475905,-0.0047559950258306396,0.008725177567146889,0.011326428527758415,-0.013473410773281945,0.006333861364442971,-0.02151658101558537,-0.014782832047069643,0.008251102774091768,0.0021873008736017913,-0.00532714214160372,0.020502531770703627,-0.002584267215301206,-0.015416598028068823,-0.001471784923260913,-0.006638674597868451,-0.004784699876675282,-0.006459569033504439,-0.006824307093649258,0.018382500575803224,0.0014895453640486377,0.0034523576484300554,-0.00022970172056493074,-0.003041789328407469,-0.015207476183898177,0.0057076989799652875,0.0014576067974269118,0.0018782575278933774,-0.009612408919365892,-0.001054829027682484,-0.0007761112127255324
674.7645659946853,-1.0460105238812522e-05,-0.003019590294882386,8.944722617915287e-05,-0.0031364763644410125,0.0007378414154532152,-0.001873394640690061,0.001471749944351762,0.005157741183919848,0.008289572892563884,0.007122022002659763,-0.0012547833967378175,-0.0010661075082604395,-0.005205198486523408,0.007446652422260836,-0.0043847969022436685,0.008376780420778548,0.011202437478686308,0.009313981670200411,0.0073351745229844525,0.011638178850838954,0.0018592263705052676,-0.0015388127823022962,-0.003636763325863044,-0.002265812337641376,-0.004727421137438935,0.002109708384130379,-0.023695306850451583,-0.004822543664486066,0.007518095877850516,-0.004185757717048197,0.010941631123797575,0.014706765312059524,-0.0035308229691940036,0.007573077403250091,0.013247573939552403,-0.011916733466217196,-0.0008242803505203568,0.0056261583458470515,-0.0038028360621736442,0.0031285720148630275,0.005043748393189196,0.014493623684794099,-0.006026259370539683,-0.017008546485559568,0.006829633965054725,-0.0010708820666343005,0.001800935727625807,0.013822504133334518,-0.01125604891196117,0.008691868830475796,0.018545148156167857,0.006941734912300162,0.005056587213907402,0.014862387598499897,0.0014834301209481573,-0.014141850232743756,0.004405254917406855,0.010285460396441402,0.006053074602078876,0.0010646276620728653
742.428996073166,-0.0017772278998028773,5.980470326027367e-05,-0.006115406608359932,-0.0024091664241816836,-0.006126344735738144,0.0014983412917303437,-0.011849144624254394,-0.0011566121575239572,0.0028739082666203297,-0.00021320732151532202,-0.00551390584070639,-0.002266962637450089,0.009263524880099423,-0.013661605570599925,0.011282566187672535,0.005860270474228331,0.004683038458763923,0.007761952596507772,-0.0067648803939758025,-0.00978910607498044,-0.012544982737954607,0.01846488208602457,0.009889051285486972,0.0015206938822525157,0.01000453793321652,-0.00917721201601432,0.0010591045394979272,-0.020954598088716907,0.00040142584709915765,0.001056613935538635,-0.009710505412687531,-0.006387091913988922,-0.0008965480759364093,0.003031591248148524,-0.01441958468428914,0.0003292851465019107,0.015157062571154152,-0.013360685187250879,-0.011430853042890458,0.014810665360114293,-0.014166211908431989,0.0023238552913445168,0.00042179348561979254,0.007769637039207152,0.0074068520531523395,0.006925980883731209,0.006778407144715959,0.002843950999056698,-0.01382875518418382,-0.001040134321139417,0.010049929144551712,0.00018702425256217947,9.959122528114147e-06,0.010474537255290918,-0.0037222694460734094,-0.008206267016370476,0.002911588529364521,0.007312118793535398,0.003314790136279713,0.0005733945966697417
950.3826190205864,0.0007462166325236217,-0.00301603452709149,-0.001690453220769564,-0.0013721971581517893,0.0030063972272320783,-0.0016238351575313039,-0.004482867475256158,0.006333840650537327,0.005517287003901971,0.004010156379752397,0.00827068654666767,0.0014184526494315118,-0.0009133318961506752,0.00025310309660420615,-0.0022763648302879603,0.00552305645305029,-0.010130135553769359,0.014879919369691947,-0.0003173523806239231,0.0011893247522150442,-0.009279591658943315,-0.008164871153187103,-0.005162798588923158,0.01412706914944615,0.0147261705107205,-0.0027230354599773058,0.0004923424614378303,-0.0034335363174804114,0.003424375225378798,0.013957317474985496,0.002009058596072954,0.007050121360209977,-0.014460203993476353,-0.01758091190984307,-0.0097403236066732,0.009995546643854474,-0.00010096185550659731,-0.0015800742186829733,-0.007014384336130371,0.00011090929812331315,-0.006768737945978477,-0.017315308388492323,-0.004887836019773511,-0.0057403783536664876,0.020065592048785923,-0.005586167932079728,0.003111433059809058,0.006979817407490322,0.011596906132892524,-0.005688882608947894,-0.011059137072013753,0.0015166993741236518,0.01935113302782414,-0.0035975529665200736,0.00973903087850829,0.011886367554242187,-0.015614651684035426,-0.007359760860683505,-0.005390933376652973,6.588688148250498e-05
1019.8154418652119,-0.00183561337547867,0.0008170168145434873,-0.00568325616065662,-0.0014246790025142335,-0.007224573484169072,-0.004534473031377925,-0.010318368452445865,-0.008887525291051432,0.009288747762866758,-0.006328838340772609,-0.00359118098436301,-0.011970458450677476,0.008280554324941323,-0.004902402923315991,0.00946587506316228,0.014361835532366704,-0.0003433738301768887,-0.004869413165907966,-0.004339922729758479,0.011073429269144792,0.002953097500906356,0.006898435134876686,0.012290881943588112,0.00997082575321542,-0.014467793022841312,-0.0057325766403795,-0.00022109009713553314,0.002608888301603389,0.007297564878756424,-0.012474425080538037,0.010382298354886023,-0.007940392258139278,-0.010742645242691782,0.012484799861488666,0.005453823492153968,-0.007773515440627688,-0.007374943843683367,0.0007849461285523127,0.017920455371550577,-0.005104437236821015,0.012204252910060574,0.003410578635894147,0.019553484829055886,-0.01225676547591367,0.003293003478042734,0.003508412184288848,-0.005755994212159193,0.005936832805144367,0.011982069412859155,0.0029048339142826616,-0.01390313801512455,-0.0019983971566236497,0.01047337706273945,-0.00481386380694583,0.006519016682745705,0.00956119141932791,-0.008464500372690257,-0.00507388174020113,-0.003493761033036337,-2.6911326209336257e-05
1077.650012446152,0.002317243990705033,-0.0034956209400074994,-0.001897090862150254,0.0018167394809471978,0.004293469231692176,-0.00026648192962758574,-0.008689650333851063,0.00900301131476697,0.002632286257032818,-0.00385743491318654,0.012669607209790587,-0.007233265802663683,0.004883072076399694,-0.01153608885817703,-0.003022048603662108,-0.008847750087470671,-0.011462519217859412,0.006526682271666248,0.0035111349019937613,0.01952482494377878,-0.015280694998403734,-0.0013211892831527302,0.016398844550293442,-0.01165726525363026,-0.005671059257968108,0.015841809146784895,0.011731535539057689,0.00047334501753340215,-0.013362157015355118,-0.009142150581225866,-0.0017949858704351524,0.008519684147075017,-0.02699850347815355,0.024603557901388375,-0.0062544500412469485,-0.010705809673860056,-0.01941052462463501,0.011307038753018863,3.994455390064847e-06,0.003095011103848318,-0.0002936190897901696,0.006775700775366651,0.008432020685135854,0.00985790573076801,-0.019790581264221445,-0.021272043184964985,0.007518682146958723,0.011008898681550165,0.00023929969209586792,-0.032480120624496636,0.01060841770761506,0.011317943430183315,-0.01998239962828048,-0.005151328837888017,-0.027614304697930726,-0.01098297808449583,0.0134453740831654,0.003067332224947843,0.0013044894441688252,-0.0017924760363946697
1161.6082049505596,-0.0023914723021964163,0.0019466685826410117,-0.004981663310762723,-0.0018375420148653778,-0.009266294946746238,-0.0075304315130037295,-0.007477755105644608,-0.014352148666061704,0.012422579124383793,-0.004660968227424492,-0.005643640073482682,-0.0158393679187783,0.006878958164541057,0.010237812048140053,0.0031219937066774353,0.022517354977262812,-0.009296200426396267,-0.010747561465076102,0.00494336282604522,0.015898277893014946,0.015234248768812098,0.001421143528313837,-0.0026196537221901983,0.029086907987268224,-0.001701572639121376,-0.004361566234677938,-0.001953981141543077,0.01771944643780637,-0.007234296445582037,0.0005013560507769522,-0.0189694192862002,0.016605956438348925,0.00033419479214860567,-0.030511136578279533,0.0088020860558469,0.02685097505336764,0.006485761439288545,0.007924708749148428,-0.013897370745901258,0.004821404660405956,-0.012148247954980613,-0.0032134237746508205,-0.0279719953653923,0.009799261962548093,-0.015458614893303175,-0.012866576318969281,0.0007255641956494733,-0.009917966472316067,-0.013842554153557753,-0.006096119549906302,0.014047047588977058,0.0020946474450358127,-0.014999483611476842,0.0017608725654043422,-0.01054039986407516,-0.00790185144195079,0.009205633710903624,0.002719432627884634,0.0020316718333199405,-0.0006051465419020091
